dt;AverageTemperature;AverageTemperatureUncertainty;City;Country;Latitude;Longitude
1778-02-01;3.978;4.649;Aix En Provence;France;44.20N;4.47E
1778-03-01;6.945;4.937;Aix En Provence;France;44.20N;4.47E
1778-04-01;11.959;1.868;Aix En Provence;France;44.20N;4.47E
1778-05-01;15.185;3.07;Aix En Provence;France;44.20N;4.47E
1778-06-01;17.733;6.275;Aix En Provence;France;44.20N;4.47E
1778-07-01;22.385;1.036;Aix En Provence;France;44.20N;4.47E
1778-08-01;21.091;3.878;Aix En Provence;France;44.20N;4.47E
1778-09-01;15.654;1.422;Aix En Provence;France;44.20N;4.47E
1778-10-01;10.964;6.203;Aix En Provence;France;44.20N;4.47E
1778-11-01;6.901;5.056;Aix En Provence;France;44.20N;4.47E
1778-12-01;4.732;3.195;Aix En Provence;France;44.20N;4.47E
1779-01-01;-0.25;4.139;Aix En Provence;France;44.20N;4.47E
1779-02-01;5.579;8.892;Aix En Provence;France;44.20N;4.47E
1779-03-01;7.527;4.1;Aix En Provence;France;44.20N;4.47E
1779-04-01;12.392;3.893;Aix En Provence;France;44.20N;4.47E
1779-05-01;16.095;1.941;Aix En Provence;France;44.20N;4.47E
1779-06-01;16.765;4.152;Aix En Provence;France;44.20N;4.47E
1779-07-01;20.668;2.46;Aix En Provence;France;44.20N;4.47E
1779-08-01;20.213;3.794;Aix En Provence;France;44.20N;4.47E
1779-09-01;18.116;2.085;Aix En Provence;France;44.20N;4.47E
1779-10-01;13.135;3.937;Aix En Provence;France;44.20N;4.47E
1779-11-01;6.936;2.607;Aix En Provence;France;44.20N;4.47E
1779-12-01;5.962;10.065;Aix En Provence;France;44.20N;4.47E
1780-01-01;1.163;5.01;Aix En Provence;France;44.20N;4.47E
1780-02-01;2.635;3.312;Aix En Provence;France;44.20N;4.47E
1780-03-01;9.787;2.328;Aix En Provence;France;44.20N;4.47E
1780-04-01;10.496;4.082;Aix En Provence;France;44.20N;4.47E
1780-05-01;17.175;2.354;Aix En Provence;France;44.20N;4.47E
1780-06-01;20.196;4.574;Aix En Provence;France;44.20N;4.47E
1780-07-01;21.901;2.016;Aix En Provence;France;44.20N;4.47E
1780-08-01;20.805;5.698;Aix En Provence;France;44.20N;4.47E
1780-09-01;16.626;4.236;Aix En Provence;France;44.20N;4.47E
1780-10-01;12.218;2.473;Aix En Provence;France;44.20N;4.47E
1780-11-01;6.279;2.342;Aix En Provence;France;44.20N;4.47E
1780-12-01;2.431;1.981;Aix En Provence;France;44.20N;4.47E
1781-01-01;2.641;8.401;Aix En Provence;France;44.20N;4.47E
1781-02-01;5.144;11.403;Aix En Provence;France;44.20N;4.47E
1781-03-01;8.251;1.467;Aix En Provence;France;44.20N;4.47E
1781-04-01;11.865;3.073;Aix En Provence;France;44.20N;4.47E
1781-05-01;16.029;2.37;Aix En Provence;France;44.20N;4.47E
1781-06-01;18.546;1.963;Aix En Provence;France;44.20N;4.47E
1781-07-01;21.917;2.205;Aix En Provence;France;44.20N;4.47E
1781-08-01;20.934;1.291;Aix En Provence;France;44.20N;4.47E
1781-09-01;16.641;6.326;Aix En Provence;France;44.20N;4.47E
1781-10-01;10.574;1.146;Aix En Provence;France;44.20N;4.47E
1781-11-01;7.457;1.94;Aix En Provence;France;44.20N;4.47E
1781-12-01;5.595;6.953;Aix En Provence;France;44.20N;4.47E
1782-01-01;3.455;4.746;Aix En Provence;France;44.20N;4.47E
1782-02-01;0.467;8.75;Aix En Provence;France;44.20N;4.47E
1782-03-01;6.026;2.322;Aix En Provence;France;44.20N;4.47E
1782-04-01;8.93;4.477;Aix En Provence;France;44.20N;4.47E
1782-05-01;12.939;3.915;Aix En Provence;France;44.20N;4.47E
1782-06-01;20.423;2.985;Aix En Provence;France;44.20N;4.47E
1782-07-01;22.522;4.563;Aix En Provence;France;44.20N;4.47E
1782-08-01;20.962;3.8;Aix En Provence;France;44.20N;4.47E
1782-09-01;16.22;3.877;Aix En Provence;France;44.20N;4.47E
1782-10-01;10.133;4.057;Aix En Provence;France;44.20N;4.47E
1782-11-01;3.988;8.806;Aix En Provence;France;44.20N;4.47E
1782-12-01;1.954;6.755;Aix En Provence;France;44.20N;4.47E
1783-01-01;3.496;8.646;Aix En Provence;France;44.20N;4.47E
1783-02-01;6.101;4.754;Aix En Provence;France;44.20N;4.47E
1783-03-01;6.869;2.319;Aix En Provence;France;44.20N;4.47E
1783-04-01;10.881;2.478;Aix En Provence;France;44.20N;4.47E
1783-05-01;14.727;5.515;Aix En Provence;France;44.20N;4.47E
1783-06-01;18.025;2.139;Aix En Provence;France;44.20N;4.47E
1783-07-01;22.1;2.402;Aix En Provence;France;44.20N;4.47E
1783-08-01;20.188;2.328;Aix En Provence;France;44.20N;4.47E
1783-09-01;16.707;4.536;Aix En Provence;France;44.20N;4.47E
1783-10-01;11.96;4.035;Aix En Provence;France;44.20N;4.47E
1783-11-01;6.63;3.195;Aix En Provence;France;44.20N;4.47E
1783-12-01;3.459;2.903;Aix En Provence;France;44.20N;4.47E
1784-01-01;1.883;10.614;Aix En Provence;France;44.20N;4.47E
1784-02-01;1.697;8.491;Aix En Provence;France;44.20N;4.47E
1784-03-01;6.845;4.525;Aix En Provence;France;44.20N;4.47E
1784-04-01;7.953;8.598;Aix En Provence;France;44.20N;4.47E
1784-05-01;16.969;2.295;Aix En Provence;France;44.20N;4.47E
1784-06-01;19.72;2.494;Aix En Provence;France;44.20N;4.47E
1784-07-01;22.077;5.243;Aix En Provence;France;44.20N;4.47E
1784-08-01;20.017;7.623;Aix En Provence;France;44.20N;4.47E
1784-09-01;18.131;5.552;Aix En Provence;France;44.20N;4.47E
1784-10-01;8.752;4.867;Aix En Provence;France;44.20N;4.47E
1784-11-01;6.026;2.738;Aix En Provence;France;44.20N;4.47E
1784-12-01;0.472;3.133;Aix En Provence;France;44.20N;4.47E
1785-01-01;2.584;4.491;Aix En Provence;France;44.20N;4.47E
1785-02-01;1.533;6.127;Aix En Provence;France;44.20N;4.47E
1785-03-01;2.831;3.31;Aix En Provence;France;44.20N;4.47E
1785-04-01;8.226;2.818;Aix En Provence;France;44.20N;4.47E
1785-05-01;15.139;4.807;Aix En Provence;France;44.20N;4.47E
1785-06-01;19.255;4.657;Aix En Provence;France;44.20N;4.47E
1785-07-01;20.711;4.462;Aix En Provence;France;44.20N;4.47E
1785-08-01;19.646;4.324;Aix En Provence;France;44.20N;4.47E
1785-09-01;18.614;2.256;Aix En Provence;France;44.20N;4.47E
1785-10-01;10.754;3.485;Aix En Provence;France;44.20N;4.47E
1785-11-01;6.7;4.874;Aix En Provence;France;44.20N;4.47E
1785-12-01;3.913;2.347;Aix En Provence;France;44.20N;4.47E
1786-01-01;2.606;2.619;Aix En Provence;France;44.20N;4.47E
1786-02-01;4.745;2.091;Aix En Provence;France;44.20N;4.47E
1786-03-01;5.897;5.712;Aix En Provence;France;44.20N;4.47E
1786-04-01;11.129;4.181;Aix En Provence;France;44.20N;4.47E
1786-05-01;15.149;4.293;Aix En Provence;France;44.20N;4.47E
1786-06-01;19.541;1.696;Aix En Provence;France;44.20N;4.47E
1786-07-01;20.267;4.948;Aix En Provence;France;44.20N;4.47E
1786-08-01;19.529;8.076;Aix En Provence;France;44.20N;4.47E
1786-09-01;16.719;8.719;Aix En Provence;France;44.20N;4.47E
1786-10-01;9.109;1.815;Aix En Provence;France;44.20N;4.47E
1786-11-01;5.803;6.329;Aix En Provence;France;44.20N;4.47E
1786-12-01;2.957;3.08;Aix En Provence;France;44.20N;4.47E
1787-01-01;1.557;4.82;Aix En Provence;France;44.20N;4.47E
1787-02-01;3.953;4.372;Aix En Provence;France;44.20N;4.47E
1787-03-01;8.13;4.158;Aix En Provence;France;44.20N;4.47E
1787-04-01;9.752;2.975;Aix En Provence;France;44.20N;4.47E
1787-05-01;12.762;5.497;Aix En Provence;France;44.20N;4.47E
1787-06-01;19.535;4.624;Aix En Provence;France;44.20N;4.47E
1787-07-01;20.475;7.11;Aix En Provence;France;44.20N;4.47E
1787-08-01;21.268;5.612;Aix En Provence;France;44.20N;4.47E
1787-09-01;16.623;3.334;Aix En Provence;France;44.20N;4.47E
1787-10-01;11.838;8.11;Aix En Provence;France;44.20N;4.47E
1787-11-01;7.208;1.461;Aix En Provence;France;44.20N;4.47E
1787-12-01;5.291;4.126;Aix En Provence;France;44.20N;4.47E
1788-01-01;3.609;2.29;Aix En Provence;France;44.20N;4.47E
1788-02-01;5.92;6.818;Aix En Provence;France;44.20N;4.47E
1788-03-01;8.795;4.019;Aix En Provence;France;44.20N;4.47E
1788-04-01;10.992;4.174;Aix En Provence;France;44.20N;4.47E
1788-05-01;15.642;2.577;Aix En Provence;France;44.20N;4.47E
1788-06-01;19.697;2.799;Aix En Provence;France;44.20N;4.47E
1788-07-01;22.68;4.66;Aix En Provence;France;44.20N;4.47E
1788-08-01;20.065;2.073;Aix En Provence;France;44.20N;4.47E
1788-09-01;17.259;1.66;Aix En Provence;France;44.20N;4.47E
1788-10-01;11.045;2.972;Aix En Provence;France;44.20N;4.47E
1788-11-01;4.834;3.052;Aix En Provence;France;44.20N;4.47E
1788-12-01;0.953;4.446;Aix En Provence;France;44.20N;4.47E
1789-01-01;1.369;6.538;Aix En Provence;France;44.20N;4.47E
1789-02-01;4.978;4.381;Aix En Provence;France;44.20N;4.47E
1789-03-01;4.587;4.956;Aix En Provence;France;44.20N;4.47E
1789-04-01;10.903;2.853;Aix En Provence;France;44.20N;4.47E
1789-05-01;16.675;3.866;Aix En Provence;France;44.20N;4.47E
1789-06-01;16.945;1.391;Aix En Provence;France;44.20N;4.47E
1789-07-01;20.38;2.342;Aix En Provence;France;44.20N;4.47E
1789-08-01;20.293;1.797;Aix En Provence;France;44.20N;4.47E
1789-09-01;15.997;1.558;Aix En Provence;France;44.20N;4.47E
1789-10-01;10.561;3.644;Aix En Provence;France;44.20N;4.47E
1789-11-01;4.497;1.477;Aix En Provence;France;44.20N;4.47E
1789-12-01;1.905;2.248;Aix En Provence;France;44.20N;4.47E
1790-01-01;2.363;5.006;Aix En Provence;France;44.20N;4.47E
1790-02-01;5.157;5.639;Aix En Provence;France;44.20N;4.47E
1790-03-01;7.241;2.285;Aix En Provence;France;44.20N;4.47E
1790-04-01;8.653;3.218;Aix En Provence;France;44.20N;4.47E
1790-05-01;15.263;1.752;Aix En Provence;France;44.20N;4.47E
1790-06-01;19.146;2.305;Aix En Provence;France;44.20N;4.47E
1790-07-01;20.291;2.259;Aix En Provence;France;44.20N;4.47E
1790-08-01;21.567;2.16;Aix En Provence;France;44.20N;4.47E
1790-09-01;16.291;2.789;Aix En Provence;France;44.20N;4.47E
1790-10-01;13.583;2.964;Aix En Provence;France;44.20N;4.47E
1790-11-01;7.4;1.557;Aix En Provence;France;44.20N;4.47E
1790-12-01;3.302;9.627;Aix En Provence;France;44.20N;4.47E
1791-01-01;4.827;8.097;Aix En Provence;France;44.20N;4.47E
1791-02-01;4.415;2.001;Aix En Provence;France;44.20N;4.47E
1791-03-01;7.349;4.069;Aix En Provence;France;44.20N;4.47E
1791-04-01;12.204;2.622;Aix En Provence;France;44.20N;4.47E
1791-05-01;14.067;2.411;Aix En Provence;France;44.20N;4.47E
1791-06-01;18.301;2.445;Aix En Provence;France;44.20N;4.47E
1791-07-01;20.805;2.092;Aix En Provence;France;44.20N;4.47E
1791-08-01;21.741;0.931;Aix En Provence;France;44.20N;4.47E
1791-09-01;17.04;2.228;Aix En Provence;France;44.20N;4.47E
1791-10-01;11.172;0.835;Aix En Provence;France;44.20N;4.47E
1791-11-01;5.685;2.521;Aix En Provence;France;44.20N;4.47E
1791-12-01;3.732;2.488;Aix En Provence;France;44.20N;4.47E
1792-01-01;3.121;5.613;Aix En Provence;France;44.20N;4.47E
1792-02-01;3.86;3.624;Aix En Provence;France;44.20N;4.47E
1792-03-01;7.99;2.122;Aix En Provence;France;44.20N;4.47E
1792-04-01;11.719;2.48;Aix En Provence;France;44.20N;4.47E
1792-05-01;14.21;1.468;Aix En Provence;France;44.20N;4.47E
1792-06-01;18.498;1.186;Aix En Provence;France;44.20N;4.47E
1792-07-01;20.71;2.556;Aix En Provence;France;44.20N;4.47E
1792-08-01;20.169;2.158;Aix En Provence;France;44.20N;4.47E
1792-09-01;15.479;3.625;Aix En Provence;France;44.20N;4.47E
1792-10-01;12.433;2.02;Aix En Provence;France;44.20N;4.47E
1792-11-01;6.719;3.284;Aix En Provence;France;44.20N;4.47E
1792-12-01;2.867;3.353;Aix En Provence;France;44.20N;4.47E
1793-01-01;0.292;4.688;Aix En Provence;France;44.20N;4.47E
1793-02-01;4.441;5.426;Aix En Provence;France;44.20N;4.47E
1793-03-01;7.09;4.312;Aix En Provence;France;44.20N;4.47E
1793-04-01;8.568;3.354;Aix En Provence;France;44.20N;4.47E
1793-05-01;13.41;2.021;Aix En Provence;France;44.20N;4.47E
1793-06-01;17.731;3.849;Aix En Provence;France;44.20N;4.47E
1793-07-01;23.043;6.295;Aix En Provence;France;44.20N;4.47E
1793-08-01;22.074;5.846;Aix En Provence;France;44.20N;4.47E
1793-09-01;16.901;2.591;Aix En Provence;France;44.20N;4.47E
1793-10-01;12.482;3.958;Aix En Provence;France;44.20N;4.47E
1793-11-01;7.236;5.768;Aix En Provence;France;44.20N;4.47E
1793-12-01;5.026;2.605;Aix En Provence;France;44.20N;4.47E
1794-01-01;3.09;5.757;Aix En Provence;France;44.20N;4.47E
1794-02-01;6.755;8.308;Aix En Provence;France;44.20N;4.47E
1794-03-01;8.726;2.151;Aix En Provence;France;44.20N;4.47E
1794-04-01;12.503;2.73;Aix En Provence;France;44.20N;4.47E
1794-05-01;13.947;3.453;Aix En Provence;France;44.20N;4.47E
1794-06-01;18.275;5.037;Aix En Provence;France;44.20N;4.47E
1794-07-01;22.997;6.86;Aix En Provence;France;44.20N;4.47E
1794-08-01;20.038;2.781;Aix En Provence;France;44.20N;4.47E
1794-09-01;15.308;2.805;Aix En Provence;France;44.20N;4.47E
1794-10-01;11.07;2.561;Aix En Provence;France;44.20N;4.47E
1794-11-01;7.803;2.946;Aix En Provence;France;44.20N;4.47E
1794-12-01;1.695;2.811;Aix En Provence;France;44.20N;4.47E
1795-01-01;-1.906;5.868;Aix En Provence;France;44.20N;4.47E
1795-02-01;3.005;8.446;Aix En Provence;France;44.20N;4.47E
1795-03-01;6.644;2.6;Aix En Provence;France;44.20N;4.47E
1795-04-01;11.176;3.037;Aix En Provence;France;44.20N;4.47E
1795-05-01;16.057;5.044;Aix En Provence;France;44.20N;4.47E
1795-06-01;18.057;2.673;Aix En Provence;France;44.20N;4.47E
1795-07-01;19.566;3.944;Aix En Provence;France;44.20N;4.47E
1795-08-01;21.277;2.785;Aix En Provence;France;44.20N;4.47E
1795-09-01;17.484;4.685;Aix En Provence;France;44.20N;4.47E
1795-10-01;13.294;3.74;Aix En Provence;France;44.20N;4.47E
1795-11-01;5.724;3.214;Aix En Provence;France;44.20N;4.47E
1795-12-01;4.615;3.198;Aix En Provence;France;44.20N;4.47E
1796-01-01;4.137;3.724;Aix En Provence;France;44.20N;4.47E
1796-02-01;4.636;1.572;Aix En Provence;France;44.20N;4.47E
1796-03-01;4.694;3.053;Aix En Provence;France;44.20N;4.47E
1796-04-01;9.986;1.601;Aix En Provence;France;44.20N;4.47E
1796-05-01;14.131;1.586;Aix En Provence;France;44.20N;4.47E
1796-06-01;18.261;4.091;Aix En Provence;France;44.20N;4.47E
1796-07-01;20.336;3.044;Aix En Provence;France;44.20N;4.47E
1796-08-01;21.091;4.675;Aix En Provence;France;44.20N;4.47E
1796-09-01;18.144;4.849;Aix En Provence;France;44.20N;4.47E
1796-10-01;11.637;1.735;Aix En Provence;France;44.20N;4.47E
1796-11-01;7.256;3.219;Aix En Provence;France;44.20N;4.47E
1796-12-01;1.032;4.815;Aix En Provence;France;44.20N;4.47E
1797-01-01;2.931;8.483;Aix En Provence;France;44.20N;4.47E
1797-02-01;4.031;3.366;Aix En Provence;France;44.20N;4.47E
1797-03-01;5.776;3.171;Aix En Provence;France;44.20N;4.47E
1797-04-01;10.594;3.654;Aix En Provence;France;44.20N;4.47E
1797-05-01;15.495;2.724;Aix En Provence;France;44.20N;4.47E
1797-06-01;16.653;3.192;Aix En Provence;France;44.20N;4.47E
1797-07-01;21.983;2.586;Aix En Provence;France;44.20N;4.47E
1797-08-01;21.278;2.97;Aix En Provence;France;44.20N;4.47E
1797-09-01;16.883;4.426;Aix En Provence;France;44.20N;4.47E
1797-10-01;10.888;2.456;Aix En Provence;France;44.20N;4.47E
1797-11-01;6.725;3.171;Aix En Provence;France;44.20N;4.47E
1797-12-01;4.214;3.733;Aix En Provence;France;44.20N;4.47E
1798-01-01;3.1;2.125;Aix En Provence;France;44.20N;4.47E
1798-02-01;4.13;2.549;Aix En Provence;France;44.20N;4.47E
1798-03-01;6.376;2.081;Aix En Provence;France;44.20N;4.47E
1798-04-01;10.688;1.653;Aix En Provence;France;44.20N;4.47E
1798-05-01;15.056;4.489;Aix En Provence;France;44.20N;4.47E
1798-06-01;18.342;2.453;Aix En Provence;France;44.20N;4.47E
1798-07-01;21.154;3.197;Aix En Provence;France;44.20N;4.47E
1798-08-01;21.098;5.79;Aix En Provence;France;44.20N;4.47E
1798-09-01;16.691;3.764;Aix En Provence;France;44.20N;4.47E
1798-10-01;11.151;3.137;Aix En Provence;France;44.20N;4.47E
1798-11-01;6.903;3.82;Aix En Provence;France;44.20N;4.47E
1798-12-01;2.299;2.703;Aix En Provence;France;44.20N;4.47E
1799-01-01;-0.393;2.625;Aix En Provence;France;44.20N;4.47E
1799-02-01;5.494;2.98;Aix En Provence;France;44.20N;4.47E
1799-03-01;7.019;3.306;Aix En Provence;France;44.20N;4.47E
1799-04-01;8.318;4.308;Aix En Provence;France;44.20N;4.47E
1799-05-01;12.794;1.6;Aix En Provence;France;44.20N;4.47E
1799-06-01;17.362;3.564;Aix En Provence;France;44.20N;4.47E
1799-07-01;20.107;3.177;Aix En Provence;France;44.20N;4.47E
1799-08-01;20.218;1.343;Aix En Provence;France;44.20N;4.47E
1799-09-01;16.953;3.465;Aix En Provence;France;44.20N;4.47E
1799-10-01;11.473;2.58;Aix En Provence;France;44.20N;4.47E
1799-11-01;5.414;2.684;Aix En Provence;France;44.20N;4.47E
1799-12-01;1.061;2.149;Aix En Provence;France;44.20N;4.47E
1800-01-01;4.396;2.175;Aix En Provence;France;44.20N;4.47E
1800-02-01;4.777;4.906;Aix En Provence;France;44.20N;4.47E
1800-03-01;5.607;4.08;Aix En Provence;France;44.20N;4.47E
1800-04-01;12.503;2.032;Aix En Provence;France;44.20N;4.47E
1800-05-01;15.994;1.577;Aix En Provence;France;44.20N;4.47E
1800-06-01;17.284;1.751;Aix En Provence;France;44.20N;4.47E
1800-07-01;21.781;1.03;Aix En Provence;France;44.20N;4.47E
1800-08-01;20.703;2.579;Aix En Provence;France;44.20N;4.47E
1800-09-01;16.844;2.883;Aix En Provence;France;44.20N;4.47E
1800-10-01;10.848;3.443;Aix En Provence;France;44.20N;4.47E
1800-11-01;7.571;2.437;Aix En Provence;France;44.20N;4.47E
1800-12-01;2.782;2.747;Aix En Provence;France;44.20N;4.47E
1801-01-01;3.649;1.356;Aix En Provence;France;44.20N;4.47E
1801-02-01;4.966;0.994;Aix En Provence;France;44.20N;4.47E
1801-03-01;8.533;1.858;Aix En Provence;France;44.20N;4.47E
1801-04-01;10.634;2.098;Aix En Provence;France;44.20N;4.47E
1801-05-01;14.698;2.303;Aix En Provence;France;44.20N;4.47E
1801-06-01;17.849;2.035;Aix En Provence;France;44.20N;4.47E
1801-07-01;20.591;3.413;Aix En Provence;France;44.20N;4.47E
1801-08-01;20.028;2.067;Aix En Provence;France;44.20N;4.47E
1801-09-01;16.872;1.844;Aix En Provence;France;44.20N;4.47E
1801-10-01;11.593;1.393;Aix En Provence;France;44.20N;4.47E
1801-11-01;7.415;1.784;Aix En Provence;France;44.20N;4.47E
1801-12-01;3.689;4.507;Aix En Provence;France;44.20N;4.47E
1802-01-01;-0.198;2.934;Aix En Provence;France;44.20N;4.47E
1802-02-01;4.007;1.955;Aix En Provence;France;44.20N;4.47E
1802-03-01;7.269;2.556;Aix En Provence;France;44.20N;4.47E
1802-04-01;10.668;2.155;Aix En Provence;France;44.20N;4.47E
1802-05-01;14.62;2.577;Aix En Provence;France;44.20N;4.47E
1802-06-01;20.17;1.975;Aix En Provence;France;44.20N;4.47E
1802-07-01;20.377;1.964;Aix En Provence;France;44.20N;4.47E
1802-08-01;22.901;1.891;Aix En Provence;France;44.20N;4.47E
1802-09-01;18.015;3.416;Aix En Provence;France;44.20N;4.47E
1802-10-01;13.594;3.848;Aix En Provence;France;44.20N;4.47E
1802-11-01;7.45;2.728;Aix En Provence;France;44.20N;4.47E
1802-12-01;4.375;2.615;Aix En Provence;France;44.20N;4.47E
1803-01-01;3.162;4.008;Aix En Provence;France;44.20N;4.47E
1803-02-01;0.25;3.375;Aix En Provence;France;44.20N;4.47E
1803-03-01;6.443;2.621;Aix En Provence;France;44.20N;4.47E
1803-04-01;12.055;2.267;Aix En Provence;France;44.20N;4.47E
1803-05-01;13.238;1.802;Aix En Provence;France;44.20N;4.47E
1803-06-01;18.966;1.702;Aix En Provence;France;44.20N;4.47E
1803-07-01;21.902;1.789;Aix En Provence;France;44.20N;4.47E
1803-08-01;21.877;2.408;Aix En Provence;France;44.20N;4.47E
1803-09-01;15.866;1.508;Aix En Provence;France;44.20N;4.47E
1803-10-01;10.64;3.105;Aix En Provence;France;44.20N;4.47E
1803-11-01;7.401;2.71;Aix En Provence;France;44.20N;4.47E
1803-12-01;4.189;3.505;Aix En Provence;France;44.20N;4.47E
1804-01-01;6.47;5.1;Aix En Provence;France;44.20N;4.47E
1804-02-01;2.177;2.706;Aix En Provence;France;44.20N;4.47E
1804-03-01;6.141;3.926;Aix En Provence;France;44.20N;4.47E
1804-04-01;10.151;2.342;Aix En Provence;France;44.20N;4.47E
1804-05-01;16.28;1.46;Aix En Provence;France;44.20N;4.47E
1804-06-01;20.711;1.668;Aix En Provence;France;44.20N;4.47E
1804-07-01;20.594;3.266;Aix En Provence;France;44.20N;4.47E
1804-08-01;20.166;2.327;Aix En Provence;France;44.20N;4.47E
1804-09-01;17.323;4.349;Aix En Provence;France;44.20N;4.47E
1804-10-01;11.461;2.054;Aix En Provence;France;44.20N;4.47E
1804-11-01;7.47;4.536;Aix En Provence;France;44.20N;4.47E
1804-12-01;2.789;4.257;Aix En Provence;France;44.20N;4.47E
1805-01-01;1.714;2.061;Aix En Provence;France;44.20N;4.47E
1805-02-01;3.857;2.763;Aix En Provence;France;44.20N;4.47E
1805-03-01;6.376;1.696;Aix En Provence;France;44.20N;4.47E
1805-04-01;8.086;3.649;Aix En Provence;France;44.20N;4.47E
1805-05-01;13.372;1.092;Aix En Provence;France;44.20N;4.47E
1805-06-01;17.753;2.524;Aix En Provence;France;44.20N;4.47E
1805-07-01;19.73;2.33;Aix En Provence;France;44.20N;4.47E
1805-08-01;19.892;2.498;Aix En Provence;France;44.20N;4.47E
1805-09-01;17.023;3.043;Aix En Provence;France;44.20N;4.47E
1805-10-01;9.904;2.014;Aix En Provence;France;44.20N;4.47E
1805-11-01;3.958;3.086;Aix En Provence;France;44.20N;4.47E
1805-12-01;1.425;1.586;Aix En Provence;France;44.20N;4.47E
1806-01-01;3.57;2.188;Aix En Provence;France;44.20N;4.47E
1806-02-01;5.788;3.869;Aix En Provence;France;44.20N;4.47E
1806-03-01;6.88;2.389;Aix En Provence;France;44.20N;4.47E
1806-04-01;7.923;3.568;Aix En Provence;France;44.20N;4.47E
1806-05-01;15.348;1.952;Aix En Provence;France;44.20N;4.47E
1806-06-01;19.689;1.599;Aix En Provence;France;44.20N;4.47E
1806-07-01;20.593;1.637;Aix En Provence;France;44.20N;4.47E
1806-08-01;19.909;2.388;Aix En Provence;France;44.20N;4.47E
1806-09-01;16.4;2.627;Aix En Provence;France;44.20N;4.47E
1806-10-01;11.608;1.285;Aix En Provence;France;44.20N;4.47E
1806-11-01;8.049;1.817;Aix En Provence;France;44.20N;4.47E
1806-12-01;5.663;2.624;Aix En Provence;France;44.20N;4.47E
1807-01-01;1.506;2.68;Aix En Provence;France;44.20N;4.47E
1807-02-01;4.729;5.203;Aix En Provence;France;44.20N;4.47E
1807-03-01;3.914;4.563;Aix En Provence;France;44.20N;4.47E
1807-04-01;8.576;2.402;Aix En Provence;France;44.20N;4.47E
1807-05-01;15.856;2.032;Aix En Provence;France;44.20N;4.47E
1807-06-01;18.113;1.574;Aix En Provence;France;44.20N;4.47E
1807-07-01;22.464;3.641;Aix En Provence;France;44.20N;4.47E
1807-08-01;22.473;2.428;Aix En Provence;France;44.20N;4.47E
1807-09-01;16.522;1.222;Aix En Provence;France;44.20N;4.47E
1807-10-01;12.792;1.593;Aix En Provence;France;44.20N;4.47E
1807-11-01;6.989;2.439;Aix En Provence;France;44.20N;4.47E
1807-12-01;1.481;1.932;Aix En Provence;France;44.20N;4.47E
